Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:70100000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
70100000;2;01/06/2022;;1;1;"254,38";"8,46";"58,29";22;16;1;1;1;;;"20,3447";"16,4199";"18,0537";"15,8914";"22,7634";"178,5521";"85,9448";"56,5054";"34,4471";"27,3006";"21,5381";"15,371";"12,8914";"10,2984";"8,8132";"8,4555";"31,4953";"45,7469";"27,3006";"20,3447";"77,1162";"254,3848";"219,0266";"214,1221";"132,5493";"55,7265";"35,9694";"30,7767";"26,6288";"24,0203";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70100000;2;01/05/2022;;1;1;"418,56";"7,08";"57,97";3;27;1;1;2;;;"54,9513";"153,882";"418,5632";"400,3393";"235,2218";"102,6256";"48,3625";"26,6288";"21,5381";"16,4199";"13,8588";"12,8914";"12,4201";"11,957";"11,0729";"9,545";"8,8132";"9,1764";"10,2984";"9,545";"9,1764";"9,1764";"8,8132";"8,4555";"7,7569";"7,4161";"7,081";"19,76";"39,9097";"62,8657";"28,6676";1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1
70100000;2;01/04/2022;;1;1;"19,76";"4,34";"9,3";4;28;1;1;1;;;"9,1764";"8,8132";"10,2984";"19,76";"14,8588";"12,8914";"11,0729";"9,545";"9,919";"14,8588";"16,9564";"13,8588";"12,8914";"11,5021";"10,2984";"9,1764";"8,4555";"8,1034";"7,7569";"6,4284";"5,7995";"5,7995";"5,4943";"5,1952";"5,1952";"4,616";"4,616";"4,3361";"5,4943";"5,7995";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70100000;2;01/03/2022;;1;1;"93,24";"1,72";"27,02";24;4;1;1;1;;;"2,344";"2,1279";"1,9198";"1,7197";"1,7197";"1,7197";"2,799";"63,6766";"25,9649";"20,9375";"16,9564";"85,0476";"54,1797";"51,887";"37,5225";"39,9097";"40,7207";"27,3006";"21,5381";"24,0203";"25,9649";"19,76";"16,9564";"93,2357";"52,6475";"37,5225";"23,3879";"14,8588";"10,683";"9,1764";"9,545";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/02/2022;;1;1;"11,07";"2,34";"5,37";2;28;;1;1;;;"9,545";"11,0729";"9,1764";"8,1034";"6,7517";"6,7517";"6,1109";"5,1952";"4,3361";"4,0628";"3,2834";"3,7961";"6,1109";"4,9024";"4,0628";"3,5363";"3,2834";"8,8132";"6,7517";"5,7995";"5,1952";"4,616";"4,0628";"3,5363";"3,2834";"3,0376";"2,799";"2,344";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
70100000;2;01/01/2022;;1;1;"44,04";"3,54";"14,62";18;14;1;1;1;;;"7,7569";"4,9024";"4,3361";"7,4161";"5,7995";"28,6676";"24,0203";"16,9564";"12,4201";"8,4555";"6,1109";"4,616";"4,3361";"3,5363";"3,7961";"9,1764";"19,1832";"44,0411";"21,5381";"27,9802";"22,1468";"16,4199";"14,3547";"11,0729";"7,7569";"4,9024";"5,4943";"34,4471";"32,9557";"22,7634";"15,8914";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/12/2021;;1;1;"87,75";"3,28";"11,64";6;1;1;1;1;;;"3,2834";"3,5363";"6,1109";"5,1952";"5,4943";"87,7488";"65,309";"15,371";"8,1034";"6,4284";"5,7995";"5,1952";"5,1952";"5,4943";"6,4284";"9,545";"8,4555";"7,4161";"6,4284";"5,7995";"5,7995";"9,919";"8,1034";"6,7517";"6,1109";"5,7995";"5,1952";"4,616";"4,616";"19,76";"11,957";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/11/2021;;1;1;"17,5";"4,06";"6,67";1;16;;1;1;;;"17,5011";"9,919";"7,7569";"6,7517";"6,4284";"5,7995";"5,7995";"5,1952";"5,1952";"5,1952";"7,081";"6,4284";"6,1109";"4,9024";"4,9024";"4,0628";"4,616";"11,0729";"13,371";"8,4555";"5,7995";"4,9024";"4,616";"4,0628";"4,0628";"8,8132";"7,081";"5,4943";"4,616";"4,0628";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70100000;2;01/10/2021;;1;1;"119,27";"6,43";"21,81";1;28;1;1;1;;;"119,2676";"32,2216";"20,9375";"14,3547";"11,957";"13,371";"19,1832";"11,957";"82,3749";"28,6676";"20,3447";"24,6606";"19,76";"15,371";"16,4199";"44,0411";"30,0659";"22,7634";"18,6145";"13,371";"11,0729";"9,919";"8,1034";"9,1764";"9,1764";"8,1034";"7,081";"6,4284";"6,4284";"6,4284";"14,3547";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/09/2021;;1;1;"187,82";"3,28";"20,46";14;3;1;1;1;;;"3,5363";"3,5363";"3,2834";"4,0628";"6,1109";"7,4161";"10,2984";"9,545";"8,4555";"9,1764";"7,081";"6,1109";"5,7995";"187,8243";"47,483";"17,5011";"32,9557";"84,1535";"30,7767";"17,5011";"18,6145";"14,3547";"11,0729";"13,8588";"11,5021";"9,919";"8,8132";"7,4161";"6,4284";"9,1764";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
